Att8Act,Att8Diff,EngEst,EngAct,EngDiff,MathsEst,MathsAct,MathsDiff,EbaccEst,EbaccDiff,Att8EstSQRT,EbaccActSQRT
1.8,-1.37,3.6,3,-0.57,2.9,0,-2.92,2.5,-1.84,1.7888543819998317,0.8366600265340756
4.4,0.35,4.4,5.5,1.13,3.9,3,-0.88,3.5,0.48,2,2
4.7,-0.87,5.7,5.5,-0.24,5.5,4,-1.54,5.3,-1.99,2.3664319132398464,1.816590212458495
2.7,-0.47,3.6,3,-0.57,2.9,4,1.08,2.5,-0.5,1.7888543819998317,1.4142135623730951
1.2,-1.05,2.7,3,0.25,1.8,0,-1.83,1.6,-1.24,1.51657508881031,0.5477225575051661
2.9,-0.82,4,4,-0.03,3.5,3,-0.47,3.1,-1.58,1.9235384061671346,1.224744871391589
4.5,-0.77,5.5,4,-1.47,5.2,5.5,0.3,5,-0.46,2.3021728866442674,2.1213203435596424
4.7,0.6,4.4,5.5,1.13,3.9,4,0.12,3.5,0.98,2,2.1213203435596424
1.6,-0.5,2.5,2,-0.51,1.6,0,-1.56,1.4,-0.19,1.4142135623730951,1.0954451150103321
4.1,0.56,3.9,7,3.14,3.3,3,-0.28,2.9,-1.03,1.8708286933869707,1.3416407864998738
6,-0.22,6.2,7,0.78,6.3,5.5,-0.79,6,-0.51,2.4899799195977463,2.345207879911715
1.6,-0.06,2.1,3,0.92,1.1,0,-1.1,1.1,-0.39,1.3038404810405297,0.8366600265340756
4,0.14,4.2,4,-0.19,3.7,3,-0.68,3.3,0.69,1.9748417658131499,2
4.5,-0.57,5.3,4,-1.27,4.9,5.5,0.61,4.7,-0.68,2.23606797749979,2
4.2,0.29,4.2,4,-0.19,3.7,4,0.32,3.3,0.69,1.9748417658131499,2
3.8,1.02,3.2,4,0.81,2.4,3,0.63,2,0.33,1.6431676725154984,1.51657508881031
3.8,-0.25,4.4,4,-0.37,3.9,4,0.12,3.5,-0.69,2,1.6733200530681511
2,-2.57,4.8,1.5,-3.31,4.3,3,-1.35,4.1,-2.74,2.1213203435596424,1.140175425099138
7,1.43,5.7,8.5,2.76,5.5,7,1.46,5.3,1.18,2.3664319132398464,2.5495097567963922
3.8,-1.52,5.5,4,-1.47,5.2,4,-1.2,5,-2.29,2.3021728866442674,1.6431676725154984
4.2,-1.97,6.2,5.5,-0.72,6.3,4,-2.29,6,-3.34,2.4899799195977463,1.6431676725154984
3.1,-0.57,4,4,-0.03,3.5,3,-0.47,3.1,-0.41,1.9235384061671346,1.6431676725154984
2.7,-1.64,4.6,2,-2.59,4.1,3,-1.11,3.8,-2.14,2.073644135332772,1.3038404810405297
2.5,-1.41,4.2,3,-1.19,3.7,3,-0.68,3.3,-2.14,1.9748417658131499,1.0954451150103321
5.1,0.58,4.8,5.5,0.69,4.3,5.5,1.15,4.1,0.09,2.1213203435596424,2.04939015319192
2.6,-0.02,3.1,5.5,2.43,2.2,2,-0.23,1.9,-0.39,1.61245154965971,1.224744871391589
3.3,-0.24,3.9,4,0.14,3.3,3,-0.28,2.9,-0.86,1.8708286933869707,1.4142135623730951
3.7,-2.47,6.2,5.5,-0.72,6.3,4,-2.29,6,-4.01,2.4899799195977463,1.4142135623730951
3.1,0.01,3.5,3,-0.46,2.7,3,0.25,2.3,-0.68,1.7320508075688772,1.3038404810405297
5.8,0.78,5.3,7,1.73,4.9,4,-0.89,4.7,0.32,2.23606797749979,2.23606797749979
5.4,-0.82,6.2,4,-2.22,6.3,7,0.71,6,-1.01,2.4899799195977463,2.23606797749979
4.1,-0.42,4.8,4,-0.81,4.3,4,-0.35,4.1,-1.24,2.1213203435596424,1.6733200530681511
2.8,-2.02,5,3,-2.05,4.6,3,-1.6,4.4,-1.87,2.1908902300206643,1.5811388300841898
5.7,1.36,4.6,4,-0.59,4.1,8.5,4.39,3.8,2.69,2.073644135332772,2.5495097567963922
5.5,1.83,4,5.5,1.47,3.5,7,3.53,3.1,1.42,1.9235384061671346,2.1213203435596424
6.3,0.68,5.7,5.5,-0.24,5.5,5.5,-0.04,5.3,1.68,2.3664319132398464,2.6457513110645907
7.5,2.43,5.3,5.5,0.23,4.9,8.5,3.61,4.7,3.82,2.23606797749979,2.9154759474226504
1.5,-0.69,2.6,3,0.41,1.7,0,-1.67,1.4,-1.11,1.449137674618944,0.5477225575051661
2.4,-0.51,3.3,3,-0.3,2.6,3,0.44,2.2,-1.66,1.70293863659264,0.7071067811865476
5.4,0.33,5.3,5.5,0.23,4.9,5.5,0.61,4.7,1.32,2.23606797749979,2.449489742783178
5.7,2.33,3.7,5.5,1.8,3.1,4,0.9,2.7,4.34,1.816590212458495,2.6457513110645907
3.9,-1.17,5.3,5.5,0.23,4.9,4,-0.89,4.7,-2.84,2.23606797749979,1.3416407864998738
0.6,-1.04,2.1,1.5,-0.58,1.1,0,-1.1,1.1,-1.06,1.3038404810405297,0
2.3,-0.87,3.6,3,-0.57,2.9,3,0.08,2.5,-1.5,1.7888543819998317,1
2.6,-1.45,4.4,4,-0.37,3.9,3,-0.88,3.5,-2.02,2,1.224744871391589
4.6,0.03,4.8,5.5,0.69,4.3,4,-0.35,4.1,-0.74,2.1213203435596424,1.816590212458495
3.9,0.73,3.6,5.5,1.93,2.9,3,0.08,2.5,-0.17,1.7888543819998317,1.51657508881031
4.6,0.26,4.6,7,2.41,4.1,4,-0.11,3.8,-0.48,2.073644135332772,1.816590212458495
2.5,-1.17,4,2,-2.03,3.5,3,-0.47,3.1,-0.91,1.9235384061671346,1.4832396974191326
3.5,-0.84,4.6,5.5,0.91,4.1,3,-1.11,3.8,-2.14,2.073644135332772,1.3038404810405297
6.4,1.13,5.5,5.5,0.03,5.2,5.5,0.3,5,2.04,2.3021728866442674,2.6457513110645907
4,0.28,4,4,-0.03,3.5,4,0.53,3.1,-0.75,1.9235384061671346,1.51657508881031
2.7,-1.35,4.4,4,-0.37,3.9,3,-0.88,3.5,-1.52,2,1.4142135623730951
6.7,2.18,4.8,7,2.19,4.3,7,2.65,4.1,2.93,2.1213203435596424,2.6457513110645907
7.2,-0.44,7.5,7,-0.54,7.8,8.5,0.75,7.6,-0.09,2.756809750418044,2.7386127875258306
1.7,-2.59,4.6,3,-1.59,4.1,3,-1.11,3.8,-3.48,2.073644135332772,0.5477225575051661
2.2,-2.14,4.6,3,-1.59,4.1,2,-2.11,3.8,-2.64,2.073644135332772,1.0954451150103321
1,-2.09,3.5,2,-1.46,2.7,0,-2.75,2.3,-1.85,1.7320508075688772,0.7071067811865476
2.4,-2.37,5,3,-2.05,4.6,3,-1.6,4.4,-3.04,2.1908902300206643,1.140175425099138
5.5,0.73,5,5.5,0.45,4.6,5.5,0.9,4.4,1.13,2.1908902300206643,2.345207879911715
2.5,-2.52,5.3,3,-2.27,4.9,3,-1.89,4.7,-3.01,2.23606797749979,1.3038404810405297
3.6,-0.92,4.8,4,-0.81,4.3,3,-1.35,4.1,-1.74,2.1213203435596424,1.51657508881031
6.3,-0.26,6.5,5.5,-1.03,6.7,7,0.33,6.4,-0.4,2.5495097567963922,2.449489742783178
3.6,-0.45,4.4,4,-0.37,3.9,3,-0.88,3.5,-0.85,2,1.6431676725154984
2.8,-1.04,4.2,3,-1.19,3.7,5.5,1.82,3.3,-1.81,1.9748417658131499,1.224744871391589
5.7,2.16,3.9,5.5,1.64,3.3,5.5,2.22,2.9,2.14,1.8708286933869707,2.23606797749979
0,-3.86,4.2,0,-4.19,3.7,0,-3.68,3.3,-3.31,1.9748417658131499,0
3.3,-0.24,3.9,4,0.14,3.3,3,-0.28,2.9,-1.2,1.8708286933869707,1.3038404810405297
0.4,-2.64,3.5,1.5,-1.96,2.7,0,-2.75,2.3,-2.35,1.7320508075688772,0
2,0.03,2.4,3,0.59,1.5,1,-0.47,1.3,-0.16,1.4142135623730951,1.0954451150103321
2.9,-0.77,4,4,-0.03,3.5,4,0.53,3.1,-1.75,1.9235384061671346,1.140175425099138
3,-1.1,4.4,7,2.63,3.9,0,-3.88,3.5,-2.02,2,1.224744871391589
2.8,-0.37,3.6,3,-0.57,2.9,2,-0.92,2.5,0.16,1.7888543819998317,1.6431676725154984
3.6,0.06,3.9,4,0.14,3.3,3,-0.28,2.9,-0.2,1.8708286933869707,1.6431676725154984
1.5,-1.36,3.3,3,-0.3,2.6,2,-0.56,2.2,-1.16,1.70293863659264,1
3.1,-1.19,4.6,5.5,0.91,4.1,3,-1.11,3.8,-2.81,2.073644135332772,1
3.7,-1.87,5.7,5.5,-0.24,5.5,4,-1.54,5.3,-3.82,2.3664319132398464,1.224744871391589
5,1.14,4.2,5.5,1.31,3.7,3,-0.68,3.3,1.69,1.9748417658131499,2.23606797749979
2.7,-0.97,4,4,-0.03,3.5,2,-1.47,3.1,-1.41,1.9235384061671346,1.3038404810405297
2.7,-1.02,4,3,-1.03,3.5,2,-1.47,3.1,-1.75,1.9235384061671346,1.140175425099138
3.4,-1.37,5,4,-1.05,4.6,4,-0.6,4.4,-2.04,2.1908902300206643,1.51657508881031
7.3,2.78,4.8,5.5,0.69,4.3,8.5,4.15,4.1,3.93,2.1213203435596424,2.8284271247461903
2.4,0.45,2.4,2,-0.36,1.4,2,0.64,1.2,1.79,1.378404875209022,1.7320508075688772
7.2,1.29,6,7,1.02,5.9,7,1.1,5.7,2.34,2.4289915602982237,2.8284271247461903
4.6,1.69,3.3,7,3.7,2.6,4,1.44,2.2,0.17,1.70293863659264,1.51657508881031
2.1,-2.47,4.8,1.5,-3.31,4.3,3,-1.35,4.1,-2.41,2.1213203435596424,1.3038404810405297
6.3,0.08,6.2,5.5,-0.72,6.3,8.5,2.21,6,-0.01,2.4899799195977463,2.449489742783178
5.3,0.28,5.3,7,1.73,4.9,3,-1.89,4.7,-0.68,2.23606797749979,2
4.3,-0.27,4.8,4,-0.81,4.3,4,-0.35,4.1,-0.74,2.1213203435596424,1.816590212458495
4.8,-0.52,5.5,4,-1.47,5.2,4,-1.2,5,0.54,2.3021728866442674,2.345207879911715
0,-4.52,4.8,0,-4.81,4.3,0,-4.35,4.1,-4.07,2.1213203435596424,0
7.9,1.39,6.5,7,0.47,6.7,8.5,1.83,6.4,1.1,2.5495097567963922,2.7386127875258306
4.1,-1.52,5.7,4,-1.74,5.5,5.5,-0.04,5.3,-2.32,2.3664319132398464,1.7320508075688772
4,1.22,3.2,5.5,2.31,2.4,3,0.63,2,0.99,1.6431676725154984,1.7320508075688772
3.4,-0.32,4,4,-0.03,3.5,3,-0.47,3.1,-1.75,1.9235384061671346,1.140175425099138
3.4,-0.94,4.6,4,-0.59,4.1,4,-0.11,3.8,-2.14,2.073644135332772,1.3038404810405297
4.7,0.6,4.4,5.5,1.13,3.9,4,0.12,3.5,0.15,2,1.9235384061671346
3.3,-1.44,5,5.5,0.45,4.6,4,-0.6,4.4,-1.87,2.1908902300206643,1.5811388300841898
5.1,-0.81,6,7,1.02,5.9,5.5,-0.4,5.7,-1.66,2.4289915602982237,2
4.9,0.99,4.2,7,2.81,3.7,4,0.32,3.3,0.02,1.9748417658131499,1.816590212458495
5.2,-0.07,5.5,7,1.53,5.2,4,-1.2,5,-0.96,2.3021728866442674,2
4,-1.07,5.3,5.5,0.23,4.9,4,-0.89,4.7,-2.01,2.23606797749979,1.6431676725154984
3.2,-1.62,5,4,-1.05,4.6,3,-1.6,4.4,-2.21,2.1908902300206643,1.4832396974191326
3,-0.37,3.7,3,-0.7,3.1,3,-0.1,2.7,-0.16,1.816590212458495,1.5811388300841898
3.6,-1.97,5.7,4,-1.74,5.5,4,-1.54,5.3,-1.99,2.3664319132398464,1.816590212458495
4.4,-0.17,4.8,5.5,0.69,4.3,4,-0.35,4.1,-1.41,2.1213203435596424,1.6431676725154984
2.9,-0.19,3.5,3,-0.46,2.7,2,-0.75,2.3,-0.85,1.7320508075688772,1.224744871391589
4.8,0.94,4.2,5.5,1.31,3.7,4,0.32,3.3,0.86,1.9748417658131499,2.04939015319192
3.1,-1.42,4.8,4,-0.81,4.3,3,-1.35,4.1,-2.24,2.1213203435596424,1.3416407864998738
5.1,-1.07,6.2,4,-2.22,6.3,5.5,-0.79,6,-1.84,2.4899799195977463,2.04939015319192
4.3,0.44,4.2,5.5,1.31,3.7,4,0.32,3.3,0.36,1.9748417658131499,1.9235384061671346
4.1,-2.8,6.8,5.5,-1.35,7,4,-3.02,6.8,-4.12,2.6076809620810595,1.6431676725154984
2.8,-0.11,3.3,3,-0.3,2.6,3,0.44,2.2,-0.66,1.70293863659264,1.224744871391589
5,0.23,5,7,1.95,4.6,4,-0.6,4.4,-0.54,2.1908902300206643,1.9493588689617927
1.5,-0.64,2.6,3,0.41,1.7,1,-0.67,1.4,-0.44,1.449137674618944,1
3.4,-0.94,4.6,4,-0.59,4.1,4,-0.11,3.8,-1.64,2.073644135332772,1.4832396974191326
2.4,-0.51,3.3,4,0.7,2.6,2,-0.56,2.2,-1,1.70293863659264,1.0954451150103321
3.4,0.36,3.5,3,-0.46,2.7,3,0.25,2.3,-0.02,1.7320508075688772,1.51657508881031
5.4,1.3,4.4,4,-0.37,3.9,5.5,1.62,3.5,0.98,2,2.1213203435596424
0.8,-2.04,3.3,1,-2.3,2.6,0,-2.56,2.2,-1.66,1.70293863659264,0.7071067811865476
2.5,-2.52,5.3,2,-3.27,4.9,4,-0.89,4.7,-3.01,2.23606797749979,1.3038404810405297
5.4,-1.16,6.5,5.5,-1.03,6.7,5.5,-1.17,6.4,-1.9,2.5495097567963922,2.1213203435596424
1.2,-3.09,4.6,2,-2.59,4.1,2,-2.11,3.8,-3.31,2.073644135332772,0.7071067811865476
1.5,-1.36,3.3,2,-1.3,2.6,0,-2.56,2.2,-0.83,1.70293863659264,1.140175425099138
3.6,0.11,3.9,5.5,1.64,3.3,3,-0.28,2.9,-1.03,1.8708286933869707,1.3416407864998738
5.5,-0.07,5.7,4,-1.74,5.5,5.5,-0.04,5.3,0.18,2.3664319132398464,2.345207879911715
3.7,0.21,3.9,5.5,1.64,3.3,3,-0.28,2.9,0.47,1.8708286933869707,1.816590212458495
1.5,-1.01,2.9,1.5,-1.41,2.1,0,-2.09,1.8,-0.42,1.5811388300841898,1.140175425099138
3,-0.54,3.9,4,0.14,3.3,2,-1.28,2.9,-1.03,1.8708286933869707,1.3416407864998738
2.5,-0.1,3.1,3,-0.07,2.2,3,0.77,1.9,-0.72,1.61245154965971,1.0954451150103321
4.4,-1.17,5.7,5.5,-0.24,5.5,5.5,-0.04,5.3,-1.99,2.3664319132398464,1.816590212458495
4.8,-0.22,5.3,5.5,0.23,4.9,4,-0.89,4.7,-1.01,2.23606797749979,1.9235384061671346
0.3,-1.67,2.4,1,-1.41,1.5,0,-1.47,1.3,-1.32,1.4142135623730951,0
3.5,0.77,3.2,4,0.81,2.4,3,0.63,2,-0.51,1.6431676725154984,1.224744871391589
1.7,-1.79,3.9,1.5,-2.36,3.3,2,-1.28,2.9,-2.03,1.8708286933869707,0.8944271909999159
1.8,-0.98,3.2,3,-0.19,2.4,0,-2.37,2,-1.17,1.6431676725154984,0.8944271909999159
2.9,-1.62,4.8,3,-1.81,4.3,4,-0.35,4.1,-2.41,2.1213203435596424,1.3038404810405297
6.4,0.83,5.7,7,1.26,5.5,5.5,-0.04,5.3,0.18,2.3664319132398464,2.345207879911715
2.1,-2,4.4,3,-1.37,3.9,2,-1.88,3.5,-2.19,2,1.140175425099138
3.4,-0.7,4.4,3,-1.37,3.9,3,-0.88,3.5,-1.35,2,1.4832396974191326
2.8,-1.06,4.2,4,-0.19,3.7,3,-0.68,3.3,-1.64,1.9748417658131499,1.3038404810405297
4.2,0.53,4,5.5,1.47,3.5,3,-0.47,3.1,0.25,1.9235384061671346,1.816590212458495
3.5,0.28,3.6,4,0.43,2.9,3,0.08,2.5,0.16,1.7888543819998317,1.6431676725154984
0,-2.05,2.5,0,-2.51,1.6,0,-1.56,1.4,-1.36,1.4142135623730951,0
1.7,-1.39,3.5,2,-1.46,2.7,0,-2.75,2.3,-1.35,1.7320508075688772,1
4.5,0.45,4.4,7,2.63,3.9,3,-0.88,3.5,0.15,2,1.9235384061671346
3.2,-2.37,5.7,4,-1.74,5.5,4,-1.54,5.3,-2.65,2.3664319132398464,1.6431676725154984
5.8,-0.71,6.5,7,0.47,6.7,5.5,-1.17,6.4,-1.4,2.5495097567963922,2.23606797749979
6,0.68,5.5,7,1.53,5.2,5.5,0.3,5,0.54,2.3021728866442674,2.345207879911715
8.2,1.35,6.8,8.5,1.65,7,8.5,1.48,6.8,0.71,2.6076809620810595,2.7386127875258306
1.9,-0.75,3.1,2,-1.07,2.2,0,-2.23,1.9,-1.05,1.61245154965971,0.8944271909999159
4.8,3.09,2.1,5.5,3.42,1.1,4,2.9,1.1,2.94,1.3038404810405297,2
7.8,1.58,6.2,7,0.78,6.3,8.5,2.21,6,1.99,2.4899799195977463,2.8284271247461903
7.5,1.28,6.2,8.5,2.28,6.3,7,0.71,6,1.49,2.4899799195977463,2.7386127875258306
2,-1.49,3.9,2,-1.86,3.3,3,-0.28,2.9,-1.86,1.8708286933869707,1
3.4,0.08,3.7,5.5,1.8,3.1,3,-0.1,2.7,-1.99,1.816590212458495,0.8366600265340756
3.7,-1.07,5,4,-1.05,4.6,4,-0.6,4.4,-1.04,2.1908902300206643,1.816590212458495
2.8,-0.37,3.6,3,-0.57,2.9,3,0.08,2.5,-1,1.7888543819998317,1.224744871391589
2.9,-0.32,3.6,4,0.43,2.9,3,0.08,2.5,-0.67,1.7888543819998317,1.3416407864998738
1.5,-0.06,1.9,2,0.13,1.1,2,0.88,1.1,-0.39,1.2649110640673518,0.8366600265340756
1.4,-2.32,4,2,-2.03,3.5,2,-1.47,3.1,-1.75,1.9235384061671346,1.140175425099138
3,-1.34,4.6,4,-0.59,4.1,3,-1.11,3.8,-2.81,2.073644135332772,1
6.6,2.26,4.6,5.5,0.91,4.1,7,2.89,3.8,3.19,2.073644135332772,2.6457513110645907
3.9,1.12,3.2,5.5,2.31,2.4,3,0.63,2,0.16,1.6431676725154984,1.4832396974191326
4,0.14,4.2,4,-0.19,3.7,4,0.32,3.3,-0.81,1.9748417658131499,1.5811388300841898
3.8,-1.02,5,4,-1.05,4.6,3,-1.6,4.4,-0.71,2.1908902300206643,1.9235384061671346
2.3,0.2,2.5,2,-0.51,1.6,3,1.44,1.4,-0.03,1.4142135623730951,1.140175425099138
1.6,-1.94,3.9,2,-1.86,3.3,3,-0.28,2.9,-1.53,1.8708286933869707,1.140175425099138
3.8,-0.49,4.6,4,-0.59,4.1,4,-0.11,3.8,-1.48,2.073644135332772,1.51657508881031
3.1,-0.62,4,3,-1.03,3.5,4,0.53,3.1,0.25,1.9235384061671346,1.816590212458495
0.7,-0.94,2.1,1.5,-0.58,1.1,0,-1.1,1.1,-0.56,1.3038404810405297,0.7071067811865476
2.3,-0.79,3.5,3,-0.46,2.7,2,-0.75,2.3,-1.52,1.7320508075688772,0.8944271909999159
2.1,0.44,2.1,3,0.92,1.1,1,-0.1,1.1,-0.06,1.3038404810405297,1
3.6,-1.22,5,4,-1.05,4.6,4,-0.6,4.4,-1.71,2.1908902300206643,1.6431676725154984
4.2,-0.62,5,3,-2.05,4.6,4,-0.6,4.4,-0.71,2.1908902300206643,1.9235384061671346
2.7,-1.4,4.4,3,-1.37,3.9,3,-0.88,3.5,-2.35,2,1.0954451150103321
6.3,0.08,6.2,7,0.78,6.3,5.5,-0.79,6,0.49,2.4899799195977463,2.5495097567963922
5.8,1.51,4.6,7,2.41,4.1,5.5,1.39,3.8,0.19,2.073644135332772,2
1.2,-1.66,3.3,3,-0.3,2.6,0,-2.56,2.2,-1.83,1.70293863659264,0.5477225575051661
4.8,-2.49,7.2,4,-3.2,7.4,5.5,-1.93,7.2,-3.22,2.6832815729997477,2
0.8,-0.91,2.2,1.5,-0.71,1.2,0,-1.18,1.1,-0.74,1.3038404810405297,0.5477225575051661
2.8,-1.25,4.4,4,-0.37,3.9,3,-0.88,3.5,-2.52,2,1
4.5,-0.77,5.5,5.5,0.03,5.2,4,-1.2,5,-1.29,2.3021728866442674,1.9235384061671346
4.6,-0.67,5.5,5.5,0.03,5.2,4,-1.2,5,-1.96,2.3021728866442674,1.7320508075688772
4.4,0.06,4.6,7,2.41,4.1,4,-0.11,3.8,-1.14,2.073644135332772,1.6431676725154984
4,-0.52,4.8,5.5,0.69,4.3,4,-0.35,4.1,-1.57,2.1213203435596424,1.5811388300841898
5.1,0.03,5.3,5.5,0.23,4.9,5.5,0.61,4.7,0.82,2.23606797749979,2.345207879911715
1.7,-1.84,3.9,3,-0.86,3.3,3,-0.28,2.9,-2.03,1.8708286933869707,0.8944271909999159
3.7,-1.87,5.7,5.5,-0.24,5.5,4,-1.54,5.3,-2.99,2.3664319132398464,1.51657508881031
4,-1.27,5.5,5.5,0.03,5.2,3,-2.2,5,-2.29,2.3021728866442674,1.6431676725154984
5.4,-0.22,5.7,5.5,-0.24,5.5,5.5,-0.04,5.3,-0.82,2.3664319132398464,2.1213203435596424
5.1,1,4.4,5.5,1.13,3.9,5.5,1.62,3.5,0.98,2,2.1213203435596424
2.5,-3.12,5.7,3,-2.74,5.5,3,-2.54,5.3,-3.32,2.3664319132398464,1.4142135623730951
5.6,-0.26,6,8.5,2.52,5.9,5.5,-0.4,5.7,-2.32,2.4289915602982237,1.816590212458495
3.9,-0.44,4.6,5.5,0.91,4.1,4,-0.11,3.8,-1.81,2.073644135332772,1.4142135623730951
3.5,-0.79,4.6,5.5,0.91,4.1,4,-0.11,3.8,-2.14,2.073644135332772,1.3038404810405297
0,-2.73,3.2,0,-3.19,2.4,0,-2.37,2,-2.01,1.6431676725154984,0
2.4,-0.51,3.3,3,-0.3,2.6,2,-0.56,2.2,-0.33,1.70293863659264,1.3416407864998738
6,0.38,5.7,5.5,-0.24,5.5,7,1.46,5.3,0.68,2.3664319132398464,2.449489742783178
2.9,-1.15,4.4,4,-0.37,3.9,3,-0.88,3.5,-1.19,2,1.51657508881031
4,-0.52,4.8,5.5,0.69,4.3,4,-0.35,4.1,-2.07,2.1213203435596424,1.4142135623730951
5.4,0.08,5.5,7,1.53,5.2,4,-1.2,5,-0.46,2.3021728866442674,2.1213203435596424
0.6,-4.17,5,2,-3.05,4.6,0,-4.6,4.4,-4.04,2.1908902300206643,0.5477225575051661
4.4,-0.42,5,7,1.95,4.6,4,-0.6,4.4,-2.21,2.1908902300206643,1.4832396974191326
2.1,-1.27,3.7,3,-0.7,3.1,2,-1.1,2.7,-1.66,1.816590212458495,1
5.1,0.03,5.3,5.5,0.23,4.9,4,-0.89,4.7,-0.18,2.23606797749979,2.1213203435596424
1.9,-1.59,3.9,3,-0.86,3.3,0,-3.28,2.9,-1.86,1.8708286933869707,1
2.4,-1.27,4,3,-1.03,3.5,3,-0.47,3.1,-1.91,1.9235384061671346,1.0954451150103321
7.3,0.45,6.8,7,0.15,7,8.5,1.48,6.8,0.71,2.6076809620810595,2.7386127875258306
6.4,0.23,6.2,5.5,-0.72,6.3,7,0.71,6,1.49,2.4899799195977463,2.7386127875258306
5.9,1.13,5.1,7,1.87,4.5,6,1.47,4.2,1.8,2.16794833886788,2.449489742783178
4.6,0.09,4.9,4,-0.94,4.3,4,-0.28,4,1.03,2.1213203435596424,2.23606797749979
5.5,-0.07,5.9,4,-1.86,5.4,6,0.56,5.1,-0.64,2.345207879911715,2.1213203435596424
1.7,-2.39,4.5,2,-2.53,3.8,1,-2.84,3.5,-1.83,2.0248456731316584,1.3038404810405297
4,-0.72,5.1,5,-0.13,4.5,5,0.47,4.2,-1.54,2.16794833886788,1.6431676725154984
3.3,0.12,3.6,4,0.41,2.7,3,0.28,2.5,1.35,1.760681686165901,1.9493588689617927
1.4,-0.66,2.4,2,-0.41,1.6,1,-0.57,1.5,-0.99,1.449137674618944,0.7071067811865476
7.2,0.72,6.6,6,-0.6,6.6,8,1.42,6.2,0.79,2.5298221281347035,2.6457513110645907
3.8,-0.15,4.3,4,-0.32,3.6,3,-0.64,3.3,0.38,1.9748417658131499,1.9235384061671346
6.7,0.59,6.3,7,0.66,6.2,7,0.81,5.8,0.68,2.4698178070456938,2.5495097567963922
4.6,1.14,3.9,5,1.14,3,5,1.96,2.8,1.74,1.8439088914585775,2.1213203435596424
6,0.16,6.1,6,-0.08,5.8,5,-0.8,5.5,-0.46,2.4083189157584592,2.23606797749979
3.4,-3.87,7.3,3,-4.3,7.5,5,-2.46,7.1,-5.29,2.6832815729997477,1.3416407864998738
6.1,0.53,5.9,6,0.14,5.4,7,1.56,5.1,-0.14,2.345207879911715,2.23606797749979
